,xs,ys,artists,songs
2725,2.0144482973049262,2.2761877956258174,Plain White T's,Welcome To Mystery
2726,-3.0440979807345667,8.555918056801024,Alex Gopher,Ralph and Kathy
2727,2.329854139554885,0.43448213315804807,Bruno Sanfilippo,Wings of the Wind
2728,2.289967299192622,4.815458705691683,Jega,Norton Midgate
2729,-9.062435733830036,-0.0044039192200872514,Randy Travis,I Told You So (Album Version)
2730,-1.5884730065413997,1.82009701598428,The Dirty Projectors,Not Having Found
2731,-2.4742010580815816,0.17186954488277442,Bow Wow,All I Know
2732,-0.03424620278824134,2.1382073499948735,Four Bitchin' Babes,These Boots Are Made For The Tap Dancing Wild Thing (Co.)
2733,-1.0755724818700445,2.887702031716014,Easy Star All-Stars,When I'm Sixty-Four (feat. Sugar Minott)
2734,-4.827664753091278,6.5221033777746245,Afrob,Allein
2735,-2.1244550240380087,-7.1489468610424804,The MacHines,I Miss You
2736,7.348225404946554,-3.1583781547235024,Tommy Castro,Hard Luck Case
2737,5.888616467767036,-0.3579476943457422,Edith Frost,Ancestors
2738,3.547031484448204,-2.838833632969309,Giusy Ferreri,Non Ti Scordar Mai Di Me
2739,7.513812954860872,5.564896962852853,Ed Bruce,How Do You Do That?
2740,6.518661913771466,-5.455310226767657,Super Numeri,The Buzzard & The Lamb
2741,1.1560042327480693,-5.942886475937824,Wet Wet Wet,I Remember
2742,1.6649405970499287,-0.6938056417860471,Bigwig,Sink Or Swim
2743,2.0735016425499606,1.7472283284005348,The Band Of Heathens,Cornbread
2744,4.586455602961416,0.6854508221990137,Mike Nero,The One 2009
2745,7.996897125881917,3.161400949731151,A Life Once Lost,Others Die
2746,1.3338925090301734,1.2194802849569675,Johnny Cash,I Don't Hurt Anymore
2747,1.834145483271916,5.324543620093574,Divit,Breakin' The Law
2748,4.495198440219003,-2.103066162386634,Antonio Orozco,Dime Por Que
2749,-2.0492781397605175,-3.1006369298972967,Jazz Jamaica,(theme From) Exodus (Album Version)
2750,-4.992349528115967,-1.3944036177756898,Fun Lovin' Criminals,Bump (Radio Mix)
2751,3.480786559145564,0.005897415621632455,Collective Soul,She Gathers Rain  (LP Version)
2752,5.152795583440904,-7.680003338717709,Pretenders,The Isle Of View (Live)
2753,3.4217197162456485,-2.863084913622186,Ladyhawk,New Joker (Album Version)
2754,-2.698500199051524,-1.1517250515492397,Marc Romboy Vs. Stephan Bodzin,Hyperion
2755,-2.979817031884244,0.710736043896715,Collective Soul,Skin
2756,-1.443847005629826,1.0435022297984553,Knobody,Tha Caged Bird
2757,1.6604803966829818,7.604341363541341,Minipop,Precious
2758,-4.819291912746142,2.189735450075315,Gonzalo Rubalcaba,Velas (Live)
2759,1.5646383194777063,-0.232998517158886,Susan Aglukark,Hangdog (Free)
2760,6.551178642080997,-1.4077714347951522,Marc Anthony,Barco A La Deriva
2761,-0.5953069735110808,-7.879018757400464,Icewater,Tell Me How You Like It
2762,-0.40825016047892737,-3.938584029233259,Pascal Obispo,Ce Qu'On Voit... Alle Rimbaud
2763,2.227687540268896,5.371658688819671,JoAnna James,Back Of My Mind
2764,6.295090374891494,-4.0261836353561735,Write This Down,Renegade
2765,-2.701917725850458,-4.177915429674082,Freetempo,Snowfield
2766,2.952732568766687,-3.9119535530288414,The Crystal Method,Bad Stone
2767,2.5296126396283554,2.9651608385833144,Johnny Winter,Back Door Friend
2768,0.6892118805125289,-7.051244092431908,Earthling,Coburn
2769,8.725598215546562,-4.141876774459239,Slaraffenland,Away
2770,-0.6958332075702633,-8.15504941561477,Ligabue,Uno Dei Tanti
2771,-6.389415965693565,-3.845841931750839,Mr Scruff,Cat & Mouse
2772,-2.190811175148924,4.2458875677500405,Bread,Yours For Life (LP Version)
2773,1.2234230525480019,-3.9810803463068303,Dixie Chicks,Heartbreak Town
2774,3.679536475705908,-7.19320223252201,Get Well Soon,Nausea
2775,0.4948283691441212,3.6751695501999864,The Velvet Underground,Pale Blue Eyes
2776,1.9804786212992784,6.096073481477514,Soulja Slim,Wootay
2777,2.3651194748247675,0.43571134486844476,Jessica Andrews,God Don't Give Up On Us
2778,-5.212473612735842,4.867367307015336,Robert Cray,Poor Johnny
2779,-4.026696656380912,2.408476732181601,Tellison,Fire
2780,6.146687544973459,-0.3244472129969676,Crosby_ Stills & Nash,Haven't We Lost Enough?  (LP Version)
2781,4.70701388259537,-1.8188313607263191,The Stills,Eastern Europe
2782,-1.7139124254990725,-6.812215878036561,Tony Rohr And Dietrich Schoenemann,Lockjob
2783,-5.600778325080416,4.967117188653609,La Ley,Da cero
2784,1.2728806398280423,-0.021064041581615647,Cirkus,Laylow
2785,0.442733377038305,-2.725705732939851,India.Arie / Gramps Morgan,Therapy
2786,5.223869743364297,7.585189793714042,Dr Feelgood,Keep It Out Of Sight
2787,-2.1442727455449697,2.6734017858278216,Albert Collins,Mr Collins_ Mr Collins (Reprise)
2788,2.588405696306472,3.654462452940856,Arbeid Adelt!,Dcoiff
2789,5.310260800857396,-2.580979734304907,Skarhead,Bomb The System
2790,3.8092295758491534,5.307168689171204,Lucybell,Juro al sol
2791,3.5596887692080488,-1.7810568362549135,Ska Cubano,Jezebel
2792,-7.033687567710103,-1.7618635766287165,The Jayhawks,Waiting For The Sun
2793,-1.286690988397992,3.024830681312421,Redman,Lick A Shot
2794,-5.7111610352539515,-5.747029206704084,Joan As Police Woman,Eternal Flame
2795,-0.32583530028963836,5.829464536411198,Erlend ye,Symptom Of Disease
2796,-1.119586751923189,3.5749624446494206,Boyz II Men,War
2797,5.240766420035344,1.357618184113133,Tribal Tech,Boat Gig (LP Version)
2798,-3.2862860231643842,-5.170575461154879,The Moog Cookbook,Rock And Roll All Night (Album Version)
2799,-2.3066500630065008,3.0775509819014695,Bermuda Triangle,Enough
2800,3.1250189922567193,5.205758103771505,Bob Rivers,The Kids  (LP Version)
2801,-1.996733965537571,-3.9520785519490738,Lucinda Williams,Cold Cold Heart
2802,5.156817162644425,-3.535636568384924,Mugison,The Great Unrest
2803,-2.141097178790681,-6.775109643388739,Jay-Z,Fallin'
2804,-4.683556634344832,-1.4966181541465757,Retard-O-Bot,Where Was I?
2805,2.3061172991232626,0.21900127060885774,Miguel Poveda_ Miguel Poveda,Final!
2806,-2.769801205919239,4.7040642250641325,BeBe Winans_ CeCe Winans,Close to You
2807,-6.8233774878361295,2.9116035953909853,Badly Drawn Boy,Born Again
2808,4.166693452140543,-2.878246951811428,Drink Up Buttercup,Farewell Captain
2809,-2.6456556970816165,2.99199804901819,Edo Maajka,Slusaj Mater
2810,-2.275996985900304,0.01350230423696043,Niza,Universo (Acoustic Version)
2811,-4.7131698323599,3.2179265769124177,Kajagoogoo,The Lion's Mouth (Beast Mix)
2812,-3.08550535016754,-4.14573085077591,El Chaval De La Peca,Pavo Real
2813,-3.0887688741502486,-6.019384627155806,Twinkle Twinkle Little Rock Star,Fix You
2814,-6.741663283581809,-1.0617038551081643,Musiq,Aime Wit Ue
2815,7.926979055151656,3.2597195998786765,Krokus,Lion Heart
2816,-3.4667514655205642,3.7256833476341455,Gary Moore,Parisienne Walkways (Live On The 'Blues Alive' Tour)
2817,5.371134232424368,1.8438632821434855,Redrama,I Don't Know What To Tell You
2818,3.406224630930476,5.1339734699701065,Mike Doughty,Put It Down
2819,-4.455442096443788,-0.8349352184548214,Aline Barros,Vem Chegando O Natal (Santa Claus Is Coming To Town)
2820,-0.7956414471351849,-5.073155077153456,Dorsey Burnette,Little Acorn
2821,-4.19772315355751,-3.531807343035114,Buddy Miles,Texas
2822,3.2337928540566474,-0.244052446076966,Wire Daisies,No More
2823,7.853727549805299,-1.5934096738302008,Sam Cooke,Lord Remember Me
2824,4.207002453683233,4.848582100708761,Queen,Love Of My Life (1993 Digital Remaster)
2825,2.136268804022663,1.4569009428049406,Laurent Garnier,Panoramix
2826,-0.5598965270539866,4.331890512933417,Dirty Diggers,That's Why
2827,-2.160155412423358,5.746729841590564,Del Tha Funkee Homosapien,The Wacky World of Rapid Transit (LP Version)
2828,-2.029413088159429,5.573177631573198,Hil St. Soul,Betta Days
2829,-3.0425735258877977,-5.14614446555413,Harry Chapin,Any Old Kind Of Day (LP Version)
2830,-3.3129101404080408,0.1036202694483924,The Newbeats,Run_ Baby Run (Back Into My Arms)
2831,5.512755577176688,-3.6451030434646774,Michael Johnson,Distant Fire
2832,-2.375668625854234,-3.7557794982190447,Attention Deficit,Public Speaking Is Very Easy
2833,1.4684452870201263,-0.3018853820398992,The Seldom Scene,Something in The Wind
2834,7.50917388409112,5.559504811926655,John Schooley And His One Man Band,Black Diamond Express Train To Hell
2835,5.853137475447782,3.5536069275871385,Memphis Jug Band,Sugar Pudding
2836,-2.65305762726794,-3.034581551116469,The Rewinds,It's Not The End (Album)
2837,4.652904897872507,-1.00900708000351,Bow Wave,Kocar
2838,-4.0281605335199036,-1.7966429945442803,HorrorPops,Heading for the Disco?
2839,4.554535081488343,6.116511481824504,Barry Dransfield,John Barleycorn
2840,-0.2576882403594443,5.34139126143001,Be Bop Deluxe,Shine (Live)
2841,0.36928615760208255,-5.055467478013712,The Elms,Come To Me  (Truth_ Soul_ Rock And Roll Album Version)
2842,-1.4060035441251466,-4.270492741043677,Sara Lov,Fountain
2843,7.840283805597841,-1.617232130295975,The Donnas,Save Me
2844,-0.7541014558795441,1.093764624295876,China Crisis,King In A Catholic Style (Wake Up)
2845,-4.4089573415532515,-5.969540474315444,Manuel Vallejo,Mara Magdalena
2846,-7.495057499458528,0.5772356463934181,Phish,Bouncing Around The Room (LP Version)
2847,-7.290469959944594,0.6293463372208564,X-Raided,The Legend Of Lil' Man (Kill Or Be Killed) 2.5
2848,6.857238351691817,-2.0888266782963876,Minilogue,Deep Motions
2849,8.701376980178294,-1.553712986782522,Chris Sligh,Something Beautiful
2850,-4.175117394755791,0.1914871820640928,Sido feat. Reen,Meine Kette
2851,-6.335348619183871,5.943630824072085,Pulsedriver,Koma (Reloaded)
2852,-1.8880575912738,4.426197468982112,Deine Lakaien,Nobody's Wounded
2853,5.6631219799475705,7.350319888141075,Jantje Smit,Und diese Rosen sind fr Dich_ liebe Mamatschi
2854,-6.465233432662809,-4.67018893011339,Kevin Drew,Tbtf
2855,6.518780828269474,1.0573819632516628,The Moody Blues,King And Queen
2856,-5.3607127733580064,4.769432208401031,Cadence Weapon,Getting Dumb
2857,4.619159773482125,-6.413251693678483,Lighthouse Family,Heavenly
2858,-1.3771185404056625,6.7820608404915355,Broadcast,Where Youth And Laughter Go
2859,0.3421110170808884,-5.544920379176333,Piano Magic,(Music Won't Save You From Anything But) Silence
2860,9.53804558670041,-0.30825031613388293,Aterciopelados,Don Dinero
2861,-4.346287329951357,-7.153731203340124,Playgroup feat. KC Flightt,Front 2 Back
2862,3.2303768007895806,7.033028100879032,O.S.I.,False Start
2863,3.4119570021331715,1.0652772301838036,STEVE TAYLOR,I Just Wanna Know  (The Best We Could Find Album Version)
2864,-8.249788841988185,-2.7819028326397417,John Lee Hooker,You Lost A Good Man
2865,0.36703572280626867,-4.874902529189924,New Buffalo,City And Sea (Lady Nameless)
2866,-4.901857286046286,2.3302810394095723,Big Tymers,#1
2867,-4.895547297423144,2.2888779071656646,Riddle Of Steel,Ass Kicker #1
2868,-1.6627044782429516,-7.03613935978907,June Tabor,The Bonny Hind
2869,2.5696161736772094,-8.1603323360747,Reign Ghost,Gum Wrapper Song
2870,-0.2582309973943785,4.15112788230267,Garaj Mahal,Celtic Indian
2871,-0.7113876672909865,3.5498172294416404,The Dears,You And I Are A Gang Of Losers
2872,5.031393502476993,-2.902539148158033,Ray Stevens,You've Got the Music Inside
2873,5.023932035917254,-7.755990619819058,Jennifer OConnor,Daylight Out
2874,-7.1943926638144635,0.72782248804017,Noize Suppressor,Italian Earthquake
2875,3.2739226103835395,3.045705940567382,The Harvey Averne Dozen,Think It Over
2876,4.601667421919161,3.862603912575136,Los Chichos,El Vaquilla
2877,8.006532842401981,-4.234454601857342,"Weird Al"" Yankovic","Ebay (Parody of ""I Want It That Way"" by the Backstreet Boys)"
2878,-8.236816701318913,-2.788304424420821,Intocable,Alma_ Corazn Y Vida
2879,-1.2034079242290179,-8.131275495367875,The Reverend Peyton's Big Damn Band,I Shall Not Be Moved
2880,-6.936884585569876,-6.122213498621513,Eve 6,Nightmare
2881,4.119033909529196,-5.038418213328233,Les Ogres De Barback,Jrme
2882,-0.35563740115408154,4.591013167149723,Flowing Tears,Merlin
2883,1.8817072261014671,6.893926152470918,Mungo,Summer Blush
2884,-2.184794919718204,3.594584746024852,Carter USM,Granny Farming In The UK (BBC Radio One Session)
2885,-5.639857401620951,4.960268052816473,MC Eiht,Streets Don't Love Us
2886,-3.9195404870640496,-2.97805871025847,Diego Martin,Puestos a pedir
2887,-0.3909949698107231,-3.6461953980693345,Bjrk,Dull Flame Of Desire Mark Stent Album Mix
2888,6.449198508347578,2.22833862206184,Asheru And Blue Black Of The Unspoken Heard,General Blackman Isgod
2889,-4.978783960792345,6.65345432059437,The Lemonheads,Frank Mills (LP Version)
2890,2.2523780443718326,7.860007905810319,Squash 84,Fast Tracker
2891,-0.9447861206125376,4.055345662975651,Teodoro Reyes,Dos Mujeres
2892,-4.562136306405704,-5.981611880240103,The Concretes,Sand
2893,4.472343655369204,-7.7688315339733345,Vinicio Capossela,Nella Pioggia
2894,2.372755493781405,-6.398286267388833,Bad Cash Quartet,Dirty Days
2895,4.17029920103085,-2.9780817314913595,Wayne Smith,Karma Chameleon
2896,2.5651161506654714,1.7854300874179263,Rastamat,Qui ?
2897,-5.0070030845514175,4.487991533052993,Blues Traveler,Felicia
2898,-1.306787590923476,-0.4180585070000509,Kathleen Edwards,Maria
2899,-3.3131414321382966,2.9377163623426803,Tristan Prettyman,Love Love Love (album version)
2900,-1.6511645591008115,1.3902655265106787,Keep Of Kalessin,The Mark Of Power
2901,-7.319856607000603,0.6228576219799415,Olli Banjo,Urlaub
2902,-0.5372721780814175,-4.083714264819386,Aventura,Dile al amor
2903,-2.062482159645123,-0.7240027685228595,Steve Harley & Cockney Rebel,Panorama
2904,-1.786350872229494,-1.6271550952096383,Rivers Cuomo,Little Diane
2905,-3.882229922432807,-3.6297966965989183,Homesick James,Lonesome Train
2906,7.666726349380845,-4.3137433245152845,Jorma Kaukonen,Christmas Blues
2907,-2.9537833830480373,4.388630324748129,As de Trfle,Rien ne sert de courir
2908,6.3933495284602655,-4.97592940384671,Frankie Bones,The Real Heat
2909,-2.8248787271384552,-2.9480877910892964,Howard Carpendale,Der Mnnertraum
2910,0.981641088523228,-5.540785226023939,Soulsister,Promises
2911,0.12768863072559894,-6.846208971423725,Cece Winans,Bring Back The Days Of Yea & Nay (Key-Bb-Db Premiere Performance Plus)
2912,1.9160995019775895,6.939792316382359,Marina Lima,Mesmo Que Seja Eu
2913,1.0932093271088867,5.142040655820589,Sergent Garcia,Long Time
2914,1.7342696865741953,3.0563193926218895,Plump DJs,The Push
2915,-5.286751388770558,1.9406831174032,Wednesday 13's Frankenstein Drag Queens From Planet 13,I Dismember Mama (Album Version)
2916,-3.410005028508628,3.4171191817041806,Andre Crom,Catharsis
2917,0.4198451788497769,-2.688409759715292,KRS-One,Are You Ready For This
2918,-7.447654613654486,4.294938212941399,Patti Smith Group,Citizen Ship
2919,1.8278949532388131,-8.7244495635221,Scott Wesley Brown,My Treasure (Scott Wesley Brown Album Version)
2920,-1.0874907146653359,0.7564330170270757,Fantan Mojah,Love Grows
2921,-1.6246197073185424,8.862980196801766,Ben E. King,On The Street Where You Live (LP Version)
2922,-0.8584034962209505,6.363047614347078,Hip Hop Pantsula,Let The Beat Go
2923,8.712350710095782,-0.6440832401643831,Treepeople,Tongues On Thrones
2924,-0.6729108714100924,-8.188527909262355,Big Tuck / Paul Wall,Dippin In Da Lac
2925,5.080288905495414,4.561757678745972,Ted Leo/Pharmacists,Walking Through
2926,2.2549816924776893,4.614649028037808,Peter H. Olesen,En Tordensky P Cykel
2927,3.685547518100461,0.03281681266779212,Riot,Storming The Gates Of Hell
2928,-2.9871210877056757,4.524866790070556,Howling Bells,Broken Bones
2929,-2.2558071833437134,-0.5648930088366969,Grace Jones,I'm Crying (Mother's Tears)
2930,-2.2813185927799555,-1.3151321149729351,Daddy Yankee,Corrupto Oficial
2931,0.15800366566710575,-6.133405658750136,Talking Heads,Papa Legba (Pop Staples Vocal Version)
2932,-4.87170648932367,2.4047622116704055,Leroy 'Horsemouth' Wallace,Herb Vendor
2933,4.630440187028337,3.196064552784504,Caribou,Found Out
2934,1.9738794063534209,2.4597376707530008,Tacks_ the Boy Disaster,Frozen Feet
2935,9.056969834013831,1.8574325071823692,The Cardigans,I Figured Out
2936,-3.7482258369926615,-3.8519126748268024,Pocket Dwellers,Electrify
2937,-3.6117751392790702,4.43054998122496,The Mick Fleetwood Blues Band,Shake Your Moneymaker
2938,-2.553573888140111,7.101837958884823,Ursula 1000,The Girl From N.O.W.H.E.R.E
2939,4.6184071051461695,-6.417484833390567,Tim Rushlow,Then There's Me (LP Version)
2940,1.8124697654496824,-4.199485787560569,Macaco,Brasil 3000
2941,-7.498199460981958,0.5698492007562279,Julie Miller,He Walks Through Walls
2942,-3.7487966932353216,-4.011179637428109,Flor Silvestre,La Mano De Dios
2943,-3.077314026098202,6.43165738955171,Papa Wemba,Ombela
2944,0.8364907998370179,-5.573670813082731,Line Renaud,Frou-Frou
2945,-3.008890730446167,4.571543849170406,Jennifer OConnor,Perfect Match
2946,-2.5283317301434582,3.2859356968864124,Carla Cook,It's All About Love
2947,-3.9443134930292,4.316910168418713,Steel Panther,Party All Day
2948,-0.4334696583166108,1.6794345029585542,Clint Black,Tuckered Out
2949,7.770171335498989,1.7003876398434588,Name Taken,Drive Drive Drive
2950,6.545141255206959,-5.370277552648028,Eros Ramazzotti & Anastacia,I Belong To You (Il Ritmo Della Passione)
2951,4.576220821147207,-6.52830340498453,Herman Dne,My Best Kiss
2952,2.896638137063536,4.739956028288077,Andrews Sisters,Hold Tight
2953,-5.421808863908593,4.833692731805524,Thalia,"Mujer Latina (Remix ""Espana"")"
2954,-5.758315392507172,-1.4491647604720292,Floyd Taylor,When We Touch
2955,3.573851122038442,0.0291357264813174,Spin Doctors,Indifference
2956,4.157398026922663,4.585149189400438,Milburn,Being A Rogue
2957,0.44267841675051933,-3.668834956468347,Hanne Hukkelberg,Words & A Piece Of Paper
2958,2.516617604788028,-8.225738307354606,Kid606,The Ten And The Zero
2959,-2.0725876383453783,-0.9043495166491448,Cartel De Santa Featuring Sinful,Conexion Vieja Escuela
2960,-2.937012578823048,0.4827124153033325,Brian Wilson And Van Dyke Parks,Hold Back Time
2961,2.460707838592441,-8.38875828637552,Ying Yang Twins,Grey Goose
2962,-0.9940356158695453,4.2112946043624655,Patrice Rushen,Don't Blame Me (LP Version)
2963,-8.226225863625226,-2.772304459415817,Amy Winehouse,Monkey Man
2964,4.7545771963817165,3.8730161055556582,Leci Brando,Mel De Amor
2965,8.68318964813379,-1.446907812477696,Tin Armor,The Misanthrope
2966,2.3695498163352724,0.44134126933769535,Spinal Tap,The Majesty Of Rock
2967,4.366159334014948,0.16299056062290054,Pohlmann.,Der Junge Ist Verliebt (Live At LauschLounge St.Katharinenkirche_ Hamburg 16.12.05)
2968,-1.4715277657856063,-3.17047579608423,Michel Sardou,Parce Que C'Etait Lui Parce Que C'Etait Moi
2969,-2.276750964877624,-5.398268786357216,Tina Dico,River Of What's Been
2970,-7.590241324564492,-0.7322816799936915,Dame Shirley Bassey,Hello
2971,-6.418750151230034,-4.684582725816486,Bruce Springsteen,The Big Payback
2972,-1.207771341252461,1.3385226413296678,FC apatride UTD,Jah Is Dead
2973,2.624268585979703,2.404242069153524,CSS,Believe Achieve
2974,-3.751686291265104,-1.6331017834895623,Ikon,Last Night
2975,-5.965611265538096,2.85179844993466,Immortal Technique,Bin Laden Remix (Street)
2976,1.920629851409688,1.0645286409906676,Amplifier,UFOs
2977,1.012125467332322,-2.7198267020161224,The Pussycat Dolls,Feelin' Good
2978,-2.0050397763705092,-3.1114969090334177,Depeche Mode,Oberkorn (It's A Small Town) (Development Mix)
2979,-0.12474175638552627,-0.23316563076607194,One Bad Pig,Red River
2980,7.371540999992229,-0.047425317311087636,Lost Stories,Flight 447
2981,-0.7605640463631537,-3.5095822088192863,Jennifer Lopez,I'm Gonna Be Alright
2982,-3.798380590711992,5.94673421960557,Luther Vandross Featuring Precise,Get It Right
2983,-3.3878987696229377,-5.8754955152678585,Split Enz,Sugar And Spice
2984,-5.697617481674356,-5.7496018440608605,Vangelis,Morning Papers
2985,1.9887107785407216,-2.7792368370457123,Saga,You Were Right
2986,0.4614125889857665,2.3104178278189,Nice & Smooth,More And More Hits
2987,1.9658710906531869,0.9638549655639712,The Three Sounds,Blue Moon
2988,4.645731873578188,-4.945468603343064,Stacey Kent,Isn't This A Lovely Day?
2989,6.941030846099072,-0.5616524794726612,Veil Of Maya,The Black Funeral March
2990,5.789986847893182,3.514451056388136,Flairs,French Cowboy (Original)
2991,2.24153836803828,-0.9235827827143288,Yellowcard,Everywhere
2992,2.583015114087833,-2.947590596553108,James LaBrie,Invisible
2993,2.529544348758394,1.4843954905991683,Povel Ramel,Jazzen Anfaller
2994,-3.718935528998648,5.945682637017099,Shout Out Out Out Out,Nobody Calls Me Unless They Want Something
2995,0.0474446188414576,-2.4009637852344965,The String Cheese Incident,Joyful Sound
2996,-4.3552288330415605,0.403390679379665,BK-One,The True and Living (feat. Raekwon and I Self Devine)
2997,-4.477804056231135,-5.875659488027321,Zucchero / Paul Young,Senza Una Donna (Without A Woman)
2998,1.4300261145858597,-3.8018878164390135,B.B. King,I'm Willing To Run All the Way
2999,-5.155193083530378,-0.016886819266230074,Erasure,Oh L'Amour (Live In Nashville)
3000,-7.113877517207376,-2.05913311568268,Grzegorz Turnau,Kawalek Cienia (Live)
3001,-2.7901458091641382,4.536917652950233,Deftones,Mascara (LP Version)
3002,-0.3377365177068164,5.746715052410069,Shawnna,Kick This One
3003,-2.831647393129223,-1.218630810248419,Counting Crows,Amie
3004,1.977006332802714,2.6268560069576625,Heavenly,Smile
3005,2.2162084401755324,1.2212782286659123,Billy Gilman,You Don't You Won't
3006,-3.4996463065731596,-2.806176477812296,It Bites,The tall ships
3007,-4.753634589682305,1.7138321002872186,King Curtis,Memphis Soul Stew
3008,1.999484369261316,0.3479603395664462,Roman Salzger,Lollipop Machine
3009,-1.1399832905309288,8.29247886560883,Mars Ill,Touch And Go (Raw Material Album Version)
3010,-1.9425744232757984,0.5036989242991802,The Creators feat. Rise On Top,Creators (Rise On Top)
3011,-0.1312781006474132,6.9117241599352806,Steely Dan,Brooklyn (Owes The Charmer Under Me)
3012,3.1690940188026886,1.4936263804509562,DGAF,Bump That Shit
3013,-2.0762929382846704,5.600077030376038,Boss AC,Mantm-te Firme
3014,6.525839983354841,1.7088780831867156,Caribou (formerly Dan Snaith's Manitoba),Air Doom
3015,6.255548529170033,-0.3929964341171376,Fagget Fairys,Uzmi
3016,3.553277751347836,-2.0879811794663556,The Get Up Kids,Stay Gone
3017,2.928428224531196,-6.304231320736892,Alabama 3,Up Above My Head
3018,-2.6440580763739407,6.303241497291163,Dina Carroll,Special Kind Of Love
3019,2.2175333706403726,1.7644831053624705,Anne Briggs,Let No Man Steal Your Thyme
3020,2.961851289174433,8.873525795851856,Mila Mason,That's Enough Of That (LP Version)
3021,1.672712900690457,-6.243195441497724,Shania Twain,Nah!
3022,-1.143398364713712,-0.06265737857620386,George Jones,She's Mine
3023,-1.5576572328230063,-0.7229549794353896,End Of Fashion,Lock Up Your Daughters (Live Acoustic)
3024,2.3081032884324446,2.330487380313723,Francisca Valenzuela,Peces
3025,5.6333357544348415,4.401657965072568,Twin Tigers,Gray Waves
3026,-8.239465403902868,-2.775658059753812,Weavers,Go Where I Send Thee
3027,-1.4365749907206105,3.612573912805343,Yolanda Adams,I'm Grateful (Album Version)
3028,3.2687621185814093,0.1338145986489743,These United States,Susie at the Seashore
3029,-2.08907631632761,2.995023929428954,Kari Tapio,Taistelija
3030,-2.136807345170259,-3.4994049694478497,Nze,Tuba
3031,1.9611035328930244,-6.570831316219765,Murcof,Memoria
3032,3.6055930905468534,-1.7689662923189786,David deMaria,Tu sexto sentido
3033,-6.34510218466542,-3.8591680450710335,The Chinese Stars,(Love) and the Electric Chair
3034,-7.62986800352507,-0.7369775853367196,Sylvie Lewis,All His Exes
3035,1.9017720759266812,6.916056476989323,Katherine Jenkins,Amazing Grace
3036,4.607372856533539,-6.498740761799522,Jane Wiedlin,Modern Romance
3037,-0.3990451805612921,5.8064903018498075,Genesis,Dreaming While You Sleep (2007 Digital Remaster)
3038,-2.2596195493981988,-2.1735891294539584,Snooky Pryor,Crazy 'Bout My Baby
3039,4.756147402353481,2.817232565042852,Cream,We're Going Wrong
3040,5.51662809630167,3.5046222303645407,Steve Tyrell,On The Sunny Side Of The Street (From Father Of The Bride_ Part II)
3041,-7.474031037194352,0.5800894486753024,Scraps Of Tape,Linear Optics
3042,-3.466643496125311,-5.27693947760744,Mighty Diamonds,Schoolmate
3043,0.7137325635383107,-7.604510529471086,The Backyardigans,Yeti Stomp!
3044,-4.9488097990814435,1.0588574878704555,Christine Lavin,Jane
3045,4.339173509771002,-4.363614312157732,Hank Williams Jr.,Tuesday's Gone (Remastered Album Version)
3046,-7.060447417616992,0.7094411383363228,Beth Quist,Monsters
3047,-3.080411685852949,-0.15344949096757274,Afterhours,Porno Quando Non Sei Intorno
3048,1.625595794911061,5.736144092960672,Ex Models,Hey Boner
3049,-2.904029332677601,-2.0178208706760623,Bertine Zetlitz,500
3050,3.533892821022216,-6.6729540254390995,Ashford & Simpson,Comes With The Package
3051,-7.850486164025393,-2.6595800125891715,The James Taylor Quartet,Blow Up
3052,-3.6264251950133146,5.970947554137498,Holly Brook,Saturdays
3053,-5.079116581229971,4.557937679827776,Todd Snider,Tillamook County Jail
3054,8.252698863904966,-1.655713684825856,Intocable,Ya Estoy Cansado
3055,6.2756095489545425,-0.4329942928591206,lafur Arnalds,Erla's Waltz
3056,3.9852260344744135,1.3697516937559937,Aceyalone,Keep It True
3057,-3.557739477980908,-5.515169410944582,Eternia,Understand (If I) (Feat. Freestyle)
3058,8.123964535003479,0.5386872057829287,Eric Roberson,Softest Lips
3059,-0.4573269265186648,5.7843018229421315,Average White Band,Love Gives_ Love Takes Away 
3060,0.8234243742112134,-3.782793028998316,Roll Deep,Something New
3061,4.5615086957162845,3.2335890516423675,Cornelis Vreeswijk,Cervantes
3062,-1.8332934486654944,4.968577492721245,K-Ci & JoJo,Baby Come Back
3063,7.651179797766784,-4.110133642465936,Saul Williams,PG
3064,2.5142908119071534,0.7571139067741379,The Ivy League,Funny How Love Can Be
3065,6.158642628878212,-0.04129896991211661,D'Nash,I love you mi vida
3066,-4.90401980025461,-6.023527606326063,Faith Hill,You're Still Here (Single Version)
3067,-4.763505935161083,-7.89261686529345,Ben Folds Five,Missing The War
3068,-1.4688679484849285,-2.671612783309808,Jadakiss,Last Days
3069,2.223911555136715,3.332138258351493,Illya Kuryaki And The Valderramas,Trewa
3070,3.81089272892095,2.951098475902897,Mama's Jasje,Als De Dag Van Toen
3071,0.8244494719030531,2.442182503894232,Dr. Calypso,Born to be alive
3072,-3.4198925692984687,-7.21576375413168,Raul Midon,Next Generation
3073,-5.318916590011214,-1.2727478506309287,Blood_ Sweat & Tears,Redemption
3074,-2.0024205616744912,0.4248670570221917,Los Tiki Phantoms,El rincn
3075,-3.78268365845764,2.244803288113648,Owl City,The Airway
3076,1.1905706018934141,7.0232549065070735,Les Trois Accords,Turbo Sympathique
3077,7.2451423877076016,-0.8868676563312635,Susan Schubert,L'amore si - l'amore no
3078,4.4770797713806125,-0.7555922708287244,Marisa Monte,Nao Va Embora
